customerid,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
16107,17.0,7,3204.16,2,1,1,211,Hibernating
14551,17.0,2,186.23,2,4,5,245,At Risk
13282,17.0,3,1132.14,2,3,2,232,Others
16330,17.0,3,251.91,2,2,4,224,Hibernating
15106,17.0,5,1422.52,2,2,2,222,Hibernating
16128,17.0,5,1880.22,2,2,2,222,Hibernating
15105,17.0,7,2298.93,2,1,1,211,Hibernating
14657,17.0,4,794.47,2,2,3,223,Hibernating
13681,17.0,4,827.83,2,2,3,223,Hibernating
17075,17.0,4,834.12,2,2,3,223,Hibernating
16956,17.0,1,308.74,2,4,4,244,At Risk
17155,17.0,2,251.7,2,4,4,244,At Risk
16352,17.0,2,494.44,2,3,3,233,Others
13499,17.0,5,1159.11,2,2,2,222,Hibernating
17453,17.0,2,486.72,2,3,3,233,Others
16748,17.0,5,1515.9,2,2,2,222,Hibernating
14424,17.0,1,322.08,2,4,4,244,At Risk
17324,17.0,4,986.48,2,2,2,222,Hibernating
12504,17.0,2,482.05,2,3,4,234,Others
12904,17.0,2,479.81,2,3,4,234,Others
14515,17.0,6,2076.89,2,1,1,211,Hibernating
15115,17.0,1,340.11,2,4,4,244,At Risk
15497,17.0,2,1262.2,2,3,2,232,Others
16532,17.0,3,6748.8,2,3,1,231,Others
14482,17.0,6,1996.78,2,1,2,212,Hibernating
13739,17.0,1,216.9,2,5,5,255,At Risk
16311,17.0,2,616.26,2,3,3,233,Others
13268,17.0,11,3144.15,2,1,1,211,Hibernating
13403,17.0,1,75.0,2,5,5,255,At Risk
14198,17.0,4,701.4,2,2,3,223,Hibernating
14297,17.0,4,1305.33,2,2,2,222,Hibernating
15179,17.0,5,2206.95,2,2,1,221,Hibernating
15116,17.0,4,1352.75,2,2,2,222,Hibernating
15132,17.0,5,977.93,2,2,2,222,Hibernating
13246,17.0,6,1945.02,2,1,2,212,Hibernating
17600,17.0,1,161.67,2,5,5,255,At Risk
13247,17.0,4,501.12,2,2,3,223,Hibernating
17073,17.0,4,1427.99,2,2,2,222,Hibernating
13363,17.0,2,992.5,2,3,2,232,Others
15845,17.0,8,3711.77,2,1,1,211,Hibernating
17100,17.0,2,971.74,2,3,2,232,Others
13862,17.0,8,2209.36,2,1,1,211,Hibernating
15971,17.0,12,4199.85,2,1,1,211,Hibernating
17010,17.0,1,195.36,2,5,5,255,At Risk
14467,17.0,4,595.41,2,2,3,223,Hibernating
16655,17.0,6,3776.47,2,1,1,211,Hibernating
15093,17.0,6,4597.02,2,1,1,211,Hibernating
17625,17.0,4,1964.02,2,2,2,222,Hibernating
17432,17.0,2,365.76,2,3,4,234,Others
13456,17.0,6,1766.72,2,1,2,212,Hibernating
16607,17.0,14,3347.71,2,1,1,211,Hibernating
18139,17.0,6,8438.34,2,1,1,211,Hibernating
13971,18.0,8,2758.26,2,1,1,211,Hibernating
12349,18.0,1,1757.55,2,5,2,252,At Risk
12984,18.0,1,97.5,2,4,5,245,At Risk
16533,18.0,3,1078.34,2,2,2,222,Hibernating
13823,18.0,2,957.66,2,3,2,232,Others
16411,18.0,2,201.19,2,4,5,245,At Risk
15527,18.0,8,2330.93,2,1,1,211,Hibernating
13142,18.0,1,307.09,2,4,4,244,At Risk
13832,18.0,1,52.2,2,5,5,255,At Risk
16713,18.0,15,6902.48,2,1,1,211,Hibernating
16139,18.0,3,635.41,2,3,3,233,Others
15988,18.0,1,156.78,2,5,5,255,At Risk
12795,18.0,1,430.48,2,5,4,254,At Risk
15745,18.0,4,1094.59,2,2,2,222,Hibernating
17664,18.0,2,604.64,2,3,3,233,Others
13430,18.0,2,679.45,2,3,3,233,Others
13673,18.0,2,374.48,2,3,4,234,Others
15567,18.0,1,186.01,2,5,5,255,At Risk
14553,18.0,5,858.43,2,2,3,223,Hibernating
15645,18.0,1,604.54,2,5,3,253,At Risk
12523,18.0,11,1789.77,2,1,2,212,Hibernating
16212,18.0,2,690.34,2,3,3,233,Others
18080,18.0,2,1231.5,2,3,2,232,Others
14860,18.0,1,170.32,2,5,5,255,At Risk
18040,18.0,2,357.2,2,3,4,234,Others
12462,18.0,2,1189.59,2,3,2,232,Others
14950,18.0,1,371.2,2,4,4,244,At Risk
16406,18.0,1,143.56,2,5,5,255,At Risk
16366,18.0,1,327.3,2,4,4,244,At Risk
13189,18.0,2,260.68,2,4,4,244,At Risk
15857,18.0,1,297.0,2,4,4,244,At Risk
15044,18.0,17,7431.49,2,1,1,211,Hibernating
13200,18.0,4,870.09,2,2,3,223,Hibernating
14359,18.0,3,912.18,2,3,3,233,Others
15533,18.0,3,807.57,2,3,3,233,Others
17758,18.0,8,3365.06,2,1,1,211,Hibernating
15738,18.0,16,4802.42,2,1,1,211,Hibernating
17425,18.0,2,759.17,2,3,3,233,Others
15426,18.0,5,1340.94,2,2,2,222,Hibernating
12658,18.0,1,686.05,2,5,3,253,At Risk
14587,18.0,9,1566.59,2,1,2,212,Hibernating
17227,18.0,6,865.07,2,1,3,213,Hibernating
17636,18.0,1,285.56,2,4,4,244,At Risk
12395,18.0,12,3018.63,2,1,1,211,Hibernating
16399,18.0,2,408.02,2,3,4,234,Others
12597,18.0,4,3811.22,2,2,1,221,Hibernating
14883,18.0,6,761.59,2,1,3,213,Hibernating
14447,18.0,5,1163.23,2,2,2,222,Hibernating
15676,18.0,3,3435.76,2,2,1,221,Hibernating
13427,18.0,3,582.6,2,2,3,223,Hibernating
14449,18.0,4,842.53,2,2,3,223,Hibernating
16666,18.0,1,118.98,2,4,5,245,At Risk
13565,18.0,2,240.22,2,4,5,245,At Risk
13167,18.0,4,791.33,2,2,3,223,Hibernating
17738,18.0,4,1879.05,2,2,2,222,Hibernating
17561,18.0,1,163.98,2,5,5,255,At Risk
17384,18.0,2,336.4,2,4,4,244,At Risk
14300,18.0,1,43.2,2,5,5,255,At Risk
15850,18.0,2,227.3,2,4,5,245,At Risk
14984,18.0,2,202.37,2,4,5,245,At Risk
18127,18.0,3,339.93,2,2,4,224,Hibernating
15671,18.0,7,2657.13,2,1,1,211,Hibernating
16710,18.0,10,2425.09,2,1,1,211,Hibernating
14477,19.0,4,1309.6,2,2,2,222,Hibernating
14116,19.0,5,1382.74,2,2,2,222,Hibernating
13988,19.0,6,4147.96,2,1,1,211,Hibernating
12540,19.0,17,13400.24,2,1,1,211,Hibernating
15919,19.0,2,459.17,2,3,4,234,Others
16464,19.0,3,1229.96,2,3,2,232,Others
17555,19.0,2,470.66,2,3,4,234,Others
14052,19.0,1,225.36,2,5,5,255,At Risk
14664,19.0,2,619.16,2,3,3,233,Others
16762,19.0,3,1207.24,2,3,2,232,Others
14595,19.0,6,1740.6,2,1,2,212,Hibernating
12778,19.0,6,822.23,2,1,3,213,Hibernating
12702,19.0,1,219.0,2,5,5,255,At Risk
16784,19.0,1,107.6,2,4,5,245,At Risk
14881,19.0,1,255.4,2,4,4,244,At Risk
18110,19.0,1,165.7,2,5,5,255,At Risk
14525,19.0,9,4126.2,2,1,1,211,Hibernating
14159,19.0,11,4508.73,2,1,1,211,Hibernating
15465,19.0,18,7354.62,2,1,1,211,Hibernating
14502,19.0,11,2379.03,2,1,1,211,Hibernating
16506,19.0,2,90.3,2,4,5,245,At Risk
13118,19.0,5,1197.81,2,2,2,222,Hibernating
15906,19.0,7,1552.19,2,1,2,212,Hibernating
14157,19.0,2,421.64,2,3,4,234,Others
17387,19.0,2,730.31,2,3,3,233,Others
13212,19.0,3,783.53,2,2,3,223,Hibernating
15963,19.0,2,470.76,2,3,4,234,Others
14820,20.0,4,507.29,2,2,3,223,Hibernating
13516,20.0,3,1389.41,2,3,2,232,Others
17621,20.0,3,1379.9,2,3,2,232,Others
17961,20.0,39,1288.94,2,1,2,212,Hibernating
17779,20.0,3,647.92,2,3,3,233,Others
14903,20.0,5,2785.98,2,2,1,221,Hibernating
12444,20.0,5,5005.46,2,2,1,221,Hibernating
14342,20.0,4,668.56,2,2,3,223,Hibernating
17301,20.0,1,163.24,2,5,5,255,At Risk
17650,20.0,1,166.08,2,5,5,255,At Risk
17904,20.0,1,178.57,2,5,5,255,At Risk
13880,20.0,13,3219.77,2,1,1,211,Hibernating
14285,20.0,4,1910.01,2,2,2,222,Hibernating
12498,20.0,3,403.7,2,3,4,234,Others
13094,20.0,12,1927.32,2,1,2,212,Hibernating
16463,20.0,4,1422.4,2,2,2,222,Hibernating
15088,20.0,2,1160.07,2,3,2,232,Others
15494,20.0,2,1265.28,2,3,2,232,Others
16350,20.0,4,1116.47,2,2,2,222,Hibernating
16924,20.0,3,825.33,2,3,3,233,Others
17888,20.0,8,662.9,2,1,3,213,Hibernating
14793,20.0,1,228.99,2,5,5,255,At Risk
13960,20.0,2,230.22,2,4,5,245,At Risk
12578,20.0,2,2794.51,2,3,1,231,Others
15933,20.0,3,1107.46,2,2,2,222,Hibernating
16279,20.0,3,1502.78,2,3,2,232,Others
17063,20.0,7,1461.14,2,1,2,212,Hibernating
15368,20.0,1,446.94,2,5,4,254,At Risk
13138,21.0,6,962.39,2,1,2,212,Hibernating
12406,21.0,2,3374.05,2,3,1,231,Others
15267,21.0,5,1717.36,2,2,2,222,Hibernating
12445,21.0,1,133.4,2,5,5,255,At Risk
13171,21.0,3,468.41,2,2,4,224,Hibernating
16293,21.0,10,2248.99,2,1,1,211,Hibernating
13313,21.0,5,1555.32,2,2,2,222,Hibernating
12647,21.0,12,3722.82,2,1,1,211,Hibernating
16871,21.0,6,2812.34,2,1,1,211,Hibernating
14034,21.0,3,646.81,2,3,3,233,Others
18034,21.0,2,392.08,2,3,4,234,Others
14234,21.0,4,740.89,2,2,3,223,Hibernating
17286,21.0,1,151.37,2,5,5,255,At Risk
12847,21.0,1,757.98,2,5,3,253,At Risk
14593,21.0,3,595.63,2,2,3,223,Hibernating
15811,21.0,6,2218.62,2,1,1,211,Hibernating
12391,21.0,1,437.16,2,5,4,254,At Risk
12539,21.0,4,5568.35,2,2,1,221,Hibernating
17163,21.0,2,293.1,2,4,4,244,At Risk
13828,21.0,1,209.49,2,5,5,255,At Risk
16134,21.0,2,618.09,2,3,3,233,Others
15530,21.0,4,1471.51,2,2,2,222,Hibernating
16042,21.0,5,1177.47,2,2,2,222,Hibernating
17797,21.0,3,780.43,2,2,3,223,Hibernating
13962,21.0,2,169.55,2,4,5,245,At Risk
15864,21.0,6,1936.32,2,1,2,212,Hibernating
12603,21.0,1,739.2,2,5,3,253,At Risk
13160,21.0,1,91.8,2,4,5,245,At Risk
17985,21.0,1,622.35,2,5,3,253,At Risk
15983,21.0,4,1422.55,2,2,2,222,Hibernating
14849,21.0,25,7930.54,2,1,1,211,Hibernating
14362,21.0,1,151.5,2,5,5,255,At Risk
16531,21.0,7,1244.59,2,1,2,212,Hibernating
13941,21.0,5,5112.96,2,2,1,221,Hibernating
15563,21.0,4,1400.44,2,2,2,222,Hibernating
12380,21.0,4,2724.81,2,2,1,221,Hibernating
18221,21.0,5,1041.61,2,2,2,222,Hibernating
14434,21.0,6,1372.8,2,1,2,212,Hibernating
12427,21.0,3,825.8,2,3,3,233,Others
16414,21.0,2,126.25,2,4,5,245,At Risk
17159,21.0,3,1538.88,2,3,2,232,Others
16656,21.0,15,8625.8,2,1,1,211,Hibernating
16009,21.0,4,961.21,2,2,2,222,Hibernating
17760,21.0,2,287.59,2,4,4,244,At Risk
16511,21.0,3,894.38,2,3,3,233,Others
12618,21.0,1,177.31,2,5,5,255,At Risk
14416,21.0,2,490.22,2,3,3,233,Others
14641,21.0,1,110.46,2,4,5,245,At Risk
16070,21.0,2,852.15,2,3,3,233,Others
15081,21.0,5,504.8,2,2,3,223,Hibernating
13117,21.0,8,984.91,2,1,2,212,Hibernating
15287,21.0,2,486.69,2,3,3,233,Others
17799,21.0,10,2999.23,2,1,1,211,Hibernating
17397,21.0,2,681.41,2,3,3,233,Others
18061,21.0,10,2119.41,2,1,1,211,Hibernating
16945,21.0,19,4345.5,2,1,1,211,Hibernating
13815,21.0,4,4027.36,2,2,1,221,Hibernating
12449,21.0,4,4067.29,2,2,1,221,Hibernating
15435,21.0,1,149.29,2,5,5,255,At Risk
17080,21.0,2,287.62,2,4,4,244,At Risk
12997,21.0,4,1226.89,2,2,2,222,Hibernating
14508,21.0,2,263.07,2,4,4,244,At Risk
12931,21.0,15,41260.76,2,1,1,211,Hibernating
12500,22.0,11,4257.82,2,1,1,211,Hibernating
12993,22.0,4,414.76,2,2,4,224,Hibernating
15506,22.0,3,916.76,2,3,3,233,Others
16638,22.0,10,1680.72,2,1,2,212,Hibernating
16999,22.0,2,484.82,2,3,4,234,Others
13028,22.0,2,661.32,2,3,3,233,Others
13939,22.0,3,568.55,2,2,3,223,Hibernating
17716,22.0,11,5655.99,2,1,1,211,Hibernating
13871,22.0,13,6403.25,2,1,1,211,Hibernating
13500,22.0,3,1166.77,2,3,2,232,Others
16298,22.0,3,598.2,2,2,3,223,Hibernating
13308,22.0,3,1385.51,2,3,2,232,Others
17330,22.0,2,363.9,2,3,4,234,Others
15432,22.0,1,171.19,2,5,5,255,At Risk
17828,22.0,4,1820.09,2,2,2,222,Hibernating
17368,22.0,8,1581.87,2,1,2,212,Hibernating
15124,22.0,2,184.19,2,4,5,245,At Risk
12477,22.0,6,13219.74,2,1,1,211,Hibernating
17147,22.0,4,1714.59,2,2,2,222,Hibernating
16186,22.0,12,4006.94,2,1,1,211,Hibernating
18167,22.0,3,1384.86,2,3,2,232,Others
14112,22.0,7,2915.15,2,1,1,211,Hibernating
12356,22.0,3,2811.43,2,2,1,221,Hibernating
14898,22.0,6,1230.54,2,1,2,212,Hibernating
13131,22.0,3,1073.3,2,2,2,222,Hibernating
17596,22.0,7,2717.65,2,1,1,211,Hibernating
13575,22.0,5,732.07,2,2,3,223,Hibernating
15489,22.0,3,1134.28,2,3,2,232,Others
15051,22.0,3,1363.66,2,3,2,232,Others
17095,22.0,3,1324.16,2,3,2,232,Others
13447,22.0,3,1129.14,2,3,2,232,Others
12626,22.0,9,6620.48,2,1,1,211,Hibernating
17613,22.0,14,4511.55,2,1,1,211,Hibernating
16085,22.0,5,979.01,2,2,2,222,Hibernating
16809,22.0,5,899.77,2,2,3,223,Hibernating
17896,22.0,1,256.32,2,4,4,244,At Risk
15967,22.0,2,381.68,2,3,4,234,Others
13629,22.0,11,7792.36,2,1,1,211,Hibernating
15657,22.0,1,30.0,2,4,5,245,At Risk
14948,22.0,6,1101.97,2,1,2,212,Hibernating
12753,22.0,6,21429.39,2,1,1,211,Hibernating
14332,22.0,3,828.41,2,3,3,233,Others
12567,22.0,10,9401.28,2,1,1,211,Hibernating
15805,22.0,17,5488.18,2,1,1,211,Hibernating
15529,22.0,11,3940.31,2,1,1,211,Hibernating
14851,22.0,2,511.35,2,3,3,233,Others
12910,22.0,8,3075.04,2,1,1,211,Hibernating
17461,22.0,3,735.82,2,3,3,233,Others
16804,22.0,3,536.99,2,3,3,233,Others
18075,22.0,10,2611.75,2,1,1,211,Hibernating
12991,22.0,2,503.76,2,3,3,233,Others
13285,22.0,4,2709.12,2,2,1,221,Hibernating
18006,22.0,1,436.18,2,5,4,254,At Risk
18059,22.0,3,306.46,2,3,4,234,Others
16204,22.0,1,361.73,2,4,4,244,At Risk
16869,22.0,4,808.82,2,2,3,223,Hibernating
12481,22.0,10,5579.82,2,1,1,211,Hibernating
12610,22.0,5,2099.54,2,2,1,221,Hibernating
13926,22.0,1,223.85,2,5,5,255,At Risk
14286,23.0,3,4628.75,2,3,1,231,Others
15110,23.0,4,996.1,2,2,2,222,Hibernating
13449,23.0,1,291.88,2,4,4,244,At Risk
12640,23.0,3,1174.58,2,3,2,232,Others
15584,23.0,4,720.86,2,2,3,223,Hibernating
16669,23.0,3,1323.08,2,3,2,232,Others
14640,23.0,6,2107.38,2,1,1,211,Hibernating
15720,23.0,1,598.73,2,5,3,253,At Risk
13410,23.0,5,1003.06,2,2,2,222,Hibernating
13066,23.0,2,470.8,2,3,4,234,Others
17357,23.0,2,372.36,2,3,4,234,Others
13614,23.0,4,1563.48,2,2,2,222,Hibernating
15900,23.0,1,331.39,2,4,4,244,At Risk
12415,23.0,21,124914.53,2,1,1,211,Hibernating
13816,23.0,2,571.67,2,3,3,233,Others
18246,23.0,2,596.1,2,3,3,233,Others
16469,23.0,4,611.12,2,2,3,223,Hibernating
18123,23.0,2,574.44,2,3,3,233,Others
12731,23.0,12,18895.91,2,1,1,211,Hibernating
14626,23.0,4,2791.27,2,2,1,221,Hibernating
14522,23.0,4,974.54,2,2,2,222,Hibernating
15556,23.0,1,279.77,2,4,4,244,At Risk
12890,23.0,1,375.07,2,4,4,244,At Risk
15679,23.0,4,781.28,2,2,3,223,Hibernating
14853,23.0,2,475.8,2,3,4,234,Others
14666,23.0,1,195.25,2,5,5,255,At Risk
17153,23.0,1,213.78,2,5,5,255,At Risk
15269,23.0,1,408.8,2,5,4,254,At Risk
16717,23.0,6,3843.08,2,1,1,211,Hibernating
17549,23.0,2,148.86,2,4,5,245,At Risk
16245,23.0,3,1413.66,2,3,2,232,Others
15955,23.0,14,4416.26,2,1,1,211,Hibernating
16855,23.0,2,328.4,2,4,4,244,At Risk
14507,23.0,6,1367.88,2,1,2,212,Hibernating
18181,23.0,1,342.1,2,4,4,244,At Risk
14714,23.0,1,160.19,2,5,5,255,At Risk
17198,23.0,3,669.12,2,3,3,233,Others
16916,23.0,2,547.66,2,3,3,233,Others
14426,23.0,10,4481.67,2,1,1,211,Hibernating
12933,23.0,3,600.03,2,3,3,233,Others
16008,23.0,3,478.78,2,3,4,234,Others
17377,23.0,20,4019.72,2,1,1,211,Hibernating
17680,23.0,1,184.4,2,5,5,255,At Risk
13894,23.0,3,488.3,2,2,3,223,Hibernating
14544,23.0,2,1999.35,2,3,2,232,Others
14057,23.0,17,6211.66,2,1,1,211,Hibernating
16240,23.0,2,3718.8,2,3,1,231,Others
17564,23.0,3,454.01,2,2,4,224,Hibernating
17220,23.0,14,3144.96,2,1,1,211,Hibernating
16557,23.0,2,281.85,2,4,4,244,At Risk
16423,24.0,1,346.12,2,4,4,244,At Risk
16341,24.0,4,1971.87,2,2,2,222,Hibernating
18259,24.0,3,2338.6,2,2,1,221,Hibernating
17777,24.0,3,630.57,2,3,3,233,Others
15125,24.0,15,11528.48,2,1,1,211,Hibernating
17652,24.0,12,4867.72,2,1,1,211,Hibernating
13236,24.0,2,744.85,2,3,3,233,Others
13577,24.0,4,1687.6,2,2,2,222,Hibernating
17314,24.0,8,2527.92,2,1,1,211,Hibernating
12676,24.0,6,1331.39,2,1,2,212,Hibernating
15532,24.0,4,1554.29,2,2,2,222,Hibernating
15758,24.0,1,205.25,2,5,5,255,At Risk
15660,24.0,9,1600.86,2,1,2,212,Hibernating
14680,24.0,16,28754.11,2,1,1,211,Hibernating
17235,24.0,2,550.06,2,3,3,233,Others
15419,24.0,1,135.86,2,5,5,255,At Risk
15458,24.0,1,161.64,2,5,5,255,At Risk
13455,24.0,2,1058.34,2,3,2,232,Others
12883,24.0,4,703.47,2,2,3,223,Hibernating
17081,24.0,2,288.91,2,4,4,244,At Risk
13058,24.0,3,271.4,2,3,4,234,Others
15058,24.0,11,2061.82,2,1,1,211,Hibernating
17044,24.0,1,948.48,2,4,2,242,At Risk
14715,24.0,4,867.38,2,2,3,223,Hibernating
18043,24.0,3,511.09,2,3,3,233,Others
13835,24.0,4,834.57,2,2,3,223,Hibernating
12374,24.0,1,742.93,2,5,3,253,At Risk
13846,24.0,3,865.06,2,3,3,233,Others
15981,24.0,8,3408.48,2,1,1,211,Hibernating
17540,24.0,2,578.9,2,3,3,233,Others
17793,24.0,1,290.27,2,4,4,244,At Risk
16519,24.0,2,215.08,2,4,5,245,At Risk
14533,24.0,7,1949.72,2,1,2,212,Hibernating
17974,24.0,3,636.68,2,3,3,233,Others
16478,24.0,3,331.0,2,2,4,224,Hibernating
13735,24.0,4,2881.05,2,2,1,221,Hibernating
15681,24.0,5,1426.16,2,2,2,222,Hibernating
15050,24.0,3,1644.8,2,2,2,222,Hibernating
15582,24.0,3,682.91,2,2,3,223,Hibernating
17510,24.0,1,308.48,2,4,4,244,At Risk
13632,24.0,5,2118.93,2,2,1,221,Hibernating
15781,24.0,3,345.46,2,2,4,224,Hibernating
14725,24.0,1,602.88,2,5,3,253,At Risk
12642,24.0,3,1013.26,2,2,2,222,Hibernating
16504,24.0,1,449.31,2,5,4,254,At Risk
16207,24.0,1,394.38,2,4,4,244,At Risk
15524,24.0,1,440.0,2,5,4,254,At Risk
13692,24.0,3,1488.32,2,3,2,232,Others
14953,24.0,1,285.67,2,4,4,244,At Risk
13451,25.0,5,2870.45,2,2,1,221,Hibernating
16936,25.0,1,261.9,2,4,4,244,At Risk
13379,25.0,3,555.72,2,2,3,223,Hibernating
15411,25.0,4,1342.43,2,2,2,222,Hibernating
18082,25.0,1,606.47,2,5,3,253,At Risk
12508,25.0,2,390.36,2,3,4,234,Others
14862,25.0,2,841.2,2,3,3,233,Others
16303,25.0,3,5360.63,2,3,1,231,Others
15203,25.0,6,1827.8,2,1,2,212,Hibernating
13700,25.0,10,2248.63,2,1,1,211,Hibernating
13146,25.0,1,222.41,2,5,5,255,At Risk
17538,25.0,1,98.42,2,4,5,245,At Risk
17658,25.0,2,595.42,2,3,3,233,Others
14499,25.0,3,782.02,2,2,3,223,Hibernating
16898,25.0,3,501.03,2,3,3,233,Others
18117,25.0,1,299.47,2,4,4,244,At Risk
15449,25.0,3,974.52,2,2,2,222,Hibernating
14684,25.0,5,1197.3,2,2,2,222,Hibernating
16930,25.0,3,378.89,2,2,4,224,Hibernating
14494,25.0,1,139.56,2,5,5,255,At Risk
12865,25.0,2,1568.23,2,3,2,232,Others
12428,25.0,9,7956.46,2,1,1,211,Hibernating
16720,25.0,1,152.95,2,5,5,255,At Risk
14227,25.0,10,3350.96,2,1,1,211,Hibernating
18211,25.0,5,600.07,2,2,3,223,Hibernating
17720,25.0,4,1195.94,2,2,2,222,Hibernating
12689,25.0,2,1247.61,2,3,2,232,Others
15787,25.0,3,919.25,2,3,3,233,Others
14902,25.0,1,332.66,2,4,4,244,At Risk
12938,25.0,1,114.14,2,4,5,245,At Risk
14530,25.0,6,2855.51,2,1,1,211,Hibernating
12867,25.0,7,3936.71,2,1,1,211,Hibernating
17663,25.0,7,1802.91,2,1,2,212,Hibernating
18069,25.0,5,1988.09,2,2,2,222,Hibernating
17287,25.0,7,1049.06,2,1,2,212,Hibernating
15863,25.0,2,68.84,2,4,5,245,At Risk
14784,25.0,2,289.99,2,4,4,244,At Risk
13549,25.0,7,918.2,2,1,3,213,Hibernating
14382,25.0,1,594.87,2,5,3,253,At Risk
18263,25.0,3,1213.16,2,3,2,232,Others
15168,25.0,1,106.56,2,4,5,245,At Risk
13178,25.0,11,5725.47,2,1,1,211,Hibernating
15291,25.0,15,4668.3,2,1,1,211,Hibernating
13603,25.0,1,164.34,2,5,5,255,At Risk
15365,25.0,7,2314.32,2,1,1,211,Hibernating
16726,25.0,5,1221.11,2,2,2,222,Hibernating
13984,26.0,5,920.51,2,2,3,223,Hibernating
17838,26.0,5,2650.8,2,2,1,221,Hibernating
16416,26.0,3,1021.9,2,2,2,222,Hibernating
13170,26.0,1,107.64,2,4,5,245,At Risk
13450,26.0,6,2043.72,2,1,2,212,Hibernating
14487,26.0,6,1138.55,2,1,2,212,Hibernating
14882,26.0,2,589.7,2,3,3,233,Others
15599,26.0,2,761.74,2,3,3,233,Others
14044,26.0,4,646.42,2,2,3,223,Hibernating
16560,26.0,2,841.41,2,3,3,233,Others
17211,26.0,8,2309.14,2,1,1,211,Hibernating
17041,26.0,3,1071.49,2,2,2,222,Hibernating
13892,26.0,4,632.97,2,2,3,223,Hibernating
15429,26.0,2,386.1,2,3,4,234,Others
16571,26.0,3,1421.69,2,3,2,232,Others
14661,26.0,1,107.95,2,4,5,245,At Risk
17790,26.0,14,1953.05,2,1,2,212,Hibernating
16671,27.0,3,1692.27,2,2,2,222,Hibernating
17052,27.0,1,349.9,2,4,4,244,At Risk
12685,27.0,6,2863.08,2,1,1,211,Hibernating
12517,27.0,5,2448.46,2,2,1,221,Hibernating
17191,27.0,7,2041.18,2,1,2,212,Hibernating
12691,27.0,6,1035.8,2,1,2,212,Hibernating
13557,27.0,2,584.06,2,3,3,233,Others
12726,27.0,7,2609.1,2,1,1,211,Hibernating
13310,27.0,3,1132.03,2,3,2,232,Others
12480,27.0,4,3281.63,2,2,1,221,Hibernating
16433,27.0,1,184.26,2,5,5,255,At Risk
15608,27.0,4,1093.68,2,2,2,222,Hibernating
16460,27.0,3,808.73,2,3,3,233,Others
17069,27.0,9,2709.7,2,1,1,211,Hibernating
13732,27.0,1,491.86,2,5,3,253,At Risk
13091,27.0,1,345.82,2,4,4,244,At Risk
16332,27.0,7,1573.58,2,1,2,212,Hibernating
17088,27.0,4,1991.01,2,2,2,222,Hibernating
15492,27.0,2,659.46,2,3,3,233,Others
17054,27.0,5,1356.33,2,2,2,222,Hibernating
15692,27.0,1,191.04,2,5,5,255,At Risk
13895,27.0,4,2593.07,2,2,1,221,Hibernating
17071,27.0,9,2429.03,2,1,1,211,Hibernating
18014,27.0,1,159.67,2,5,5,255,At Risk
15111,28.0,3,1567.48,2,3,2,232,Others
16743,28.0,7,2208.45,2,1,1,211,Hibernating
12384,28.0,2,585.27,2,3,3,233,Others
17015,28.0,3,1834.86,2,2,2,222,Hibernating
14829,28.0,4,697.55,2,2,3,223,Hibernating
14662,28.0,4,719.78,2,2,3,223,Hibernating
16126,28.0,4,6287.77,2,2,1,221,Hibernating
14789,28.0,1,197.64,2,5,5,255,At Risk
17901,28.0,1,110.38,2,4,5,245,At Risk
15289,28.0,3,939.78,2,2,2,222,Hibernating
17295,28.0,3,547.0,2,2,3,223,Hibernating
16386,28.0,2,288.27,2,4,4,244,At Risk
13460,28.0,2,183.44,2,4,5,245,At Risk
17109,28.0,6,837.22,2,1,3,213,Hibernating
13810,28.0,3,1499.01,2,3,2,232,Others
17512,28.0,10,2924.99,2,1,1,211,Hibernating
16912,28.0,11,2555.58,2,1,1,211,Hibernating
18209,28.0,1,139.1,2,5,5,255,At Risk
16434,28.0,7,1511.8,2,1,2,212,Hibernating
12617,28.0,1,341.63,2,4,4,244,At Risk
15184,28.0,2,402.2,2,3,4,234,Others
14064,28.0,5,1304.01,2,2,2,222,Hibernating
13396,28.0,2,1360.99,2,3,2,232,Others
18135,28.0,5,680.26,2,2,3,223,Hibernating
12538,28.0,1,363.95,2,4,4,244,At Risk
13817,28.0,2,382.98,2,3,4,234,Others
12600,28.0,10,2599.04,2,1,1,211,Hibernating
14466,28.0,7,2272.4,2,1,1,211,Hibernating
16907,28.0,5,928.76,2,2,2,222,Hibernating
16903,28.0,1,330.65,2,4,4,244,At Risk
12844,28.0,2,317.41,2,4,4,244,At Risk
14765,28.0,3,254.11,2,2,4,224,Hibernating
14543,28.0,16,3577.83,2,1,1,211,Hibernating
17162,28.0,10,1715.46,2,1,2,212,Hibernating
13148,28.0,12,3635.03,2,1,1,211,Hibernating
12697,28.0,3,957.59,2,2,2,222,Hibernating
17573,28.0,3,380.6,2,2,4,224,Hibernating
17977,28.0,1,266.45,2,4,4,244,At Risk
14863,28.0,1,266.76,2,4,4,244,At Risk
14035,28.0,5,1419.32,2,2,2,222,Hibernating
12473,28.0,5,2954.65,2,2,1,221,Hibernating
14748,28.0,5,1415.75,2,2,2,222,Hibernating
16791,28.0,7,1699.98,2,1,2,212,Hibernating
13727,28.0,2,333.48,2,4,4,244,At Risk
15463,28.0,1,126.14,2,5,5,255,At Risk
15557,28.0,1,407.63,2,5,4,254,At Risk
17932,28.0,3,1331.57,2,3,2,232,Others
13606,28.0,3,276.75,2,3,4,234,Others
